imageUrl,title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
https://lh3.googleusercontent.com/p/AF1QipNnbUnsCLGcxWbfJhYfn4Xn-q4gNploY_0P-LQm=w408-h271-k-no,Halo Ross Swimming Pool,4.3,210,Red Meadow,Ross-on-Wye,,GB,https://www.haloleisure.org.uk/centres/herefordshire/ross-swimming-pool,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Halo%20Ross%20Swimming%20Pool&query_place_id=ChIJuXf60S2ycUgRa8ksjNO7D1E
https://lh3.googleusercontent.com/p/AF1QipNtpDM2spJTSnzNn7EtORWBH39fgdhRD5xqUtj-=w426-h240-k-no,Bourton Leisure Centre - Freedom Leisure,4.3,44,Station Rd,Cheltenham,,GB,https://www.freedom-leisure.co.uk/centres/bourton,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Bourton%20Leisure%20Centre%20-%20Freedom%20Leisure&query_place_id=ChIJCbvg_polcUgR9VdI3Y-JG3k
https://lh3.googleusercontent.com/p/AF1QipPMb7yHo7k_Bbi4glW04wmukdplEsgzrRM1OJgg=w408-h612-k-no,Rose Unwin Wellness,5,54,15 Goldwater Springs,Stroud,,GB,http://www.roseunwinwellness.com/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Rose%20Unwin%20Wellness&query_place_id=ChIJx6KhARd3cUgROTIBH0Cdk90
https://lh3.googleusercontent.com/p/AF1QipMVJjfGPiFWpHoX-Cyt8qRaTY8zfI4W-a01zx4J=w576-h240-k-no,Haverfordwest Leisure Centre,4.3,446,St Thomas Green,Haverfordwest,,GB,https://pembrokeshireleisure.co.uk/haverfordwest-leisure-centre/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=haverfordwest,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Haverfordwest%20Leisure%20Centre&query_place_id=ChIJn5PSaHsvaUgRiul3BDtkJug
https://lh3.googleusercontent.com/p/AF1QipO9913vx1nXeyJNCtloVD7aEJY-O3VNurzPAXfx=w408-h272-k-no,Milford Haven Leisure Centre,4.3,171,117 Priory Rd,Milford Haven,,GB,https://pembrokeshireleisure.co.uk/milford-haven-leisure-centre/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Milford%20Haven%20Leisure%20Centre&query_place_id=ChIJe_qJXRE7aUgR01Xu0cqCy38
,Nola 7,5,1,,Haverfordwest,,GB,http://www.nola7.com/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Nola%207&query_place_id=ChIJ7bN0c9suaUgRR40FMHn9dWw
https://lh3.googleusercontent.com/p/AF1QipMY2zuJc1IpnJrSuDdJ0ijky_WaSXwPgLNf6yRm=w408-h408-k-no,Logi Saunas,5,13,London House,Kilgetty,,GB,https://www.logisaunas.co.uk/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Logi%20Saunas&query_place_id=ChIJs2SM35HNbkgR48LDhuhoUrQ
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSykhofsaPzywWKkhMY6uzvpCmJt5DTW57iq8h5HkeJdHd5cvpsnLRGpW0IGg4NGCqJIgOG-8cf8kWgALPcUusyonVV947xX5lkKDq4RiBTE_9BoXpWgltsw-RXTXPA03WNu4nBEQ9QH_7k=w408-h541-k-no,Hwyl Outdoor Sauna Ltd,5,17,"The Slipway, Harbour, Main Beach",Saundersfoot,,GB,https://hwyl-sauna.co.uk/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Hwyl%20Outdoor%20Sauna%20Ltd&query_place_id=ChIJQ5cBCnfNbkgReVY4X_dyoVs
https://lh3.googleusercontent.com/p/AF1QipNlNp197fyb5hqZqtFC8l4ebcia7xwBXkVa9lbJ=w408-h272-k-no,Sauna Y Coed,5,536,"Reservoir View, Lower Lliedi Reservoir, Swiss Valley",Llanelli,,GB,https://livefreeadventures.co.uk/sauna-new-1,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Sauna%20Y%20Coed&query_place_id=ChIJs32VSgDvbkgRkYiQAxaPp80
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyjhjs1o8_i6MZK3W71FLuvxOoNy8wqtVOj4bqvxVyIIELPaMZQcLOLKb-cno_38KSIHrAd2Jd4q1EUEaxaMJ-jDYiCyCQ0H9EbsQ8MypUEuuQE5qTmDsYed-g1vNh4DNtX2UbZWNvDdhVt=w408-h544-k-no,Wild Scottish Sauna,5,1,"Forbes of Kingennie Country Resort, Kingennie, By",Dundee,,GB,,,Sauna,https://www.google.com/maps/search/?api=1&query=Wild%20Scottish%20Sauna&query_place_id=ChIJOX_SOwBfhkgRihOwYo3tk50
